nodeID,in,out
8902,2035,1996
8903,9993,11977
8904,3914,2083
8908,8200,6081
891,1997,0
8910,0,2063
8912,15937,11956
8913,9965,11926
8914,5965,6036
892,4137,2013
8921,7985,3960
8923,4045,6009
8924,2023,0
8925,0,1947
8926,4030,6056
8927,6235,1896
8928,1994,2037
8929,8529,10632
893,4030,2004
8932,7982,7927
8935,20132,22162
8936,8041,9968
8937,3966,2005
8938,22012,22003
894,8112,6196
8940,36250,44381
8941,13786,3944
8943,3974,3970
8946,8057,6005
8949,25168,25125
8950,2025,4021
8951,0,1946
8952,2033,2009
8953,2012,4014
8954,25497,16678
8955,110616,112657
8956,4087,6100
8957,2006,1979
896,2073,2073
8960,0,2002
8961,10098,12162
8962,3954,5931
8963,10038,3992
8964,9870,11806
8965,10198,12220
8966,11952,11952
8967,16176,18158
8968,8097,10161
897,10053,8016
8972,0,2051
8977,4030,5951
8978,2026,2034
898,1956,2032
8983,40442,42417
8985,4021,4021
8986,4093,4093
8988,10109,8168
899,49995,48025
8990,0,8053
8991,8105,6010
8994,1972,2005
8995,4092,4103
8997,11997,11997
8998,50601,44498
90,6078,6078
9001,1951,3964
9003,0,2018
9004,6021,6079
9005,8065,10097
9007,1981,1979
9009,2034,4080
901,4001,4001
9011,2030,2018
9012,10058,10077
9015,5958,7970
9017,3982,3933
9019,6105,8132
902,4015,5964
9021,10007,12020
9022,4030,6060
9023,11932,13874
9024,10061,10160
9025,0,1953
9027,0,0
9028,24035,9998
9029,70299,68229
9030,14097,14223
9031,0,1980
9032,0,2051
9035,1986,2044
9037,12151,10090
9041,1988,2044
9042,130847,126832
9043,6076,1995
9044,1933,1948
9045,4005,6072
9047,0,2077
9048,11856,7824
9049,1976,4003
905,0,2038
9051,2061,4045
9052,8164,1939
9053,5976,12155
9055,10022,10074
9056,30294,32273
9057,8090,2082
9059,108588,106564
906,28201,30238
9060,2063,4111
9061,4048,6112
9062,0,2007
907,10002,1999
9071,0,1940
9072,2045,1974
9073,18089,14215
9074,12040,14056
9075,10067,12096
9077,7989,5938
9079,7946,9992
9080,20248,20308
9081,2033,1979
9082,4028,1993
9084,10192,4041
9088,10264,10243
9089,12246,12224
9091,9991,5983
9092,0,2037
9093,34260,34350
9095,2061,0
9096,9996,3870
9098,10214,4030
91,199278,191320
910,26249,26210
9100,18218,18136
9102,6042,4055
9104,4101,1942
9105,14006,13883
9107,4018,6013
9108,2049,4031
9109,0,2028
9110,13959,15970
9111,22220,20213
9112,0,2056
9113,4000,6033
9114,10023,11905
9116,0,0
9117,4015,4087
9118,6053,4141
9119,1980,1947
9120,12268,12197
9122,3957,1977
9126,16292,10178
9128,6007,8081
9129,3979,10044
9132,0,1929
9133,26277,34490
9135,1990,1972
9136,4080,2057
9137,4110,6171
914,34142,36208
9142,0,0
9143,3942,2029
9144,18058,20072
9146,2013,4067
9147,1960,2126
9148,0,2096
9149,0,2052
915,0,1988
9150,6004,8016
9151,2008,2019
9152,7908,7961
9154,4020,6008
9157,0,2007
9158,8129,6081
9159,12118,14112
9162,6033,6817
9168,0,2061
9170,1988,4011
9171,4030,1975
9172,30216,29020
9173,8092,6063
9174,4058,6040
9175,3981,2009
9178,2075,2044
9179,6076,6133
9180,14059,6072
9181,3934,5929
9183,0,0
9185,10135,8145
9187,2002,0
9188,11995,11976
9189,12054,10112
9190,7969,6098
9193,8108,10244
9195,4013,4081
9196,6081,8080
9197,6061,4045
9198,32270,34290
92,14090,14067
920,11938,13972
9200,12063,12063
9201,2004,3987
9204,4014,4022
9205,0,1973
9211,1984,3963
9212,72566,54444
9215,5985,5964
9219,11983,14020
922,0,7929
9224,16019,14029
9227,54453,54453
9228,8049,1952
9229,2002,4029
9230,14040,16089
9231,2027,4143
9232,8090,6044
9233,2035,0
9234,8127,10121
9236,2101,4205
9237,7890,7946
9238,4084,2031
9242,2007,2004
925,4020,4020
927,2049,2049
928,9943,0
933,2054,1996
936,4088,1978
937,0,2046
938,29983,31977
941,6005,3945
944,7941,0
947,5951,6005
948,5720,6552
950,6875,6887
951,25951,27982
952,12085,14016
954,0,2074
956,13915,11827
957,2037,1953
958,3983,5957
959,49686,49715
96,6014,5999
964,1969,2059
966,12021,11974
968,16098,18116
969,0,2000
973,0,1942
974,2061,4048
975,4178,6178
977,6021,7961
98,1921,0
980,2037,2080
981,2020,4050
984,8115,8109
985,10158,12149
987,4050,2011
99,6041,7994
991,13936,15934
994,4015,6068
999,0,1907
